sentiment,final_tweet,sentiment_norm
11.11111111,blt hamil balita cair buru simak cek nama terima,1
11.11111111,blt hamil balita cair buru simak cek nama terima,1
25.0,perintah blt bbm jambi dukung sesuai harga bbm,1
33.33333333,rakyat terima kasih perintah blt bbm,1
33.33333333,lurah manfaat guna blt bbm bijak,1
0.0,pulau bangka belitung blt bbm dongkrak daya beli masyarakat,0
28.57142857,masyarakat jawa timur dukung sambut blt sasar,1
25.0,blt bbm bahagia rakyat,1
14.28571429,pulau bangka belitung manfaat guna blt bbm,1
25.0,manfaat guna blt bbm,1
12.5,guna blt bbm penting masyarakat pulau bangka belitung,1
0.0,lurah blt bbm dongkrak daya beli masyarakat,0
0.0,blt bbm dongkrak daya beli masyarakat,0
16.66666667,blt bbm sasar aceh hadir dukung,1
0.0,pulau bangka belitung salur blt bbm,0
16.66666667,dukung perintah blt bbm bantu masyarakat,1
0.0,blt bbm bantu masyarakat indonesia pulau bangka belitung,0
22.22222222,terima kasih warga jawa timur blt sasar bantu rakyat,1
0.0,perintah upaya sejahtera rakyat blt bbm,0
25.0,blt bbm sejahtera rakyat terima kasih presiden jokowi,1
16.66666667,papua barat bijak manfaat blt bbm blt bbm blt bbm bantu masyarakat,1
0.0,blt sasar,0
0.0,salur blt bbm bantu masyarakat,0
