date,username,tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,final_tweet,sentiment
2022-10-24 08:25:58+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:25:53+00:00,RahmanMustaki98,pemerintah memberikan blt bbm untuk masyarakat dengan cepat mudah amp tepat sasaran,"['pemerintah', 'memberikan', 'blt', 'bbm', 'untuk', 'masyarakat', 'dengan', 'cepat', 'mudah', 'amp', 'tepat', 'sasaran']",<FreqDist with 12 samples and 12 outcomes>,"['pemerintah', 'blt', 'bbm', 'masyarakat', 'cepat', 'mudah', 'sasaran']",pemerintah blt bbm masyarakat cepat mudah sasaran,1.0
2022-10-24 08:25:52+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:25:52+00:00,Buk4nlord_gaben,pemerintah memberikan blt bbm untuk masyarakat dengan cepat mudah amp tepat sasaran,"['pemerintah', 'memberikan', 'blt', 'bbm', 'untuk', 'masyarakat', 'dengan', 'cepat', 'mudah', 'amp', 'tepat', 'sasaran']",<FreqDist with 12 samples and 12 outcomes>,"['pemerintah', 'blt', 'bbm', 'masyarakat', 'cepat', 'mudah', 'sasaran']",pemerintah blt bbm masyarakat cepat mudah sasaran,1.0
2022-10-24 08:25:50+00:00,JenniCiclye,pemerintah memberikan blt bbm untuk masyarakat dengan cepat mudah amp tepat sasaran,"['pemerintah', 'memberikan', 'blt', 'bbm', 'untuk', 'masyarakat', 'dengan', 'cepat', 'mudah', 'amp', 'tepat', 'sasaran']",<FreqDist with 12 samples and 12 outcomes>,"['pemerintah', 'blt', 'bbm', 'masyarakat', 'cepat', 'mudah', 'sasaran']",pemerintah blt bbm masyarakat cepat mudah sasaran,1.0
2022-10-24 08:25:48+00:00,Asia20252085,pemerintah memberikan blt bbm untuk masyarakat dengan cepat mudah amp tepat sasaran,"['pemerintah', 'memberikan', 'blt', 'bbm', 'untuk', 'masyarakat', 'dengan', 'cepat', 'mudah', 'amp', 'tepat', 'sasaran']",<FreqDist with 12 samples and 12 outcomes>,"['pemerintah', 'blt', 'bbm', 'masyarakat', 'cepat', 'mudah', 'sasaran']",pemerintah blt bbm masyarakat cepat mudah sasaran,1.0
2022-10-24 08:25:47+00:00,Araceli57116552,pemerintah memberikan blt bbm untuk masyarakat dengan cepat mudah amp tepat sasaran,"['pemerintah', 'memberikan', 'blt', 'bbm', 'untuk', 'masyarakat', 'dengan', 'cepat', 'mudah', 'amp', 'tepat', 'sasaran']",<FreqDist with 12 samples and 12 outcomes>,"['pemerintah', 'blt', 'bbm', 'masyarakat', 'cepat', 'mudah', 'sasaran']",pemerintah blt bbm masyarakat cepat mudah sasaran,1.0
2022-10-24 08:25:47+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:25:46+00:00,Jenni09468172,pemerintah memberikan blt bbm untuk masyarakat dengan cepat mudah amp tepat sasaran,"['pemerintah', 'memberikan', 'blt', 'bbm', 'untuk', 'masyarakat', 'dengan', 'cepat', 'mudah', 'amp', 'tepat', 'sasaran']",<FreqDist with 12 samples and 12 outcomes>,"['pemerintah', 'blt', 'bbm', 'masyarakat', 'cepat', 'mudah', 'sasaran']",pemerintah blt bbm masyarakat cepat mudah sasaran,1.0
2022-10-24 08:25:42+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:25:35+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:25:29+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:25:19+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:25:14+00:00,GlowingNusaa,blt di jawa timur sudah berjalan dengan baik dan lancar,"['blt', 'di', 'jawa', 'timur', 'sudah', 'berjalan', 'dengan', 'baik', 'dan', 'lancar']",<FreqDist with 10 samples and 10 outcomes>,"['blt', 'jawa', 'timur', 'berjalan', 'lancar']",blt jawa timur berjalan lancar,1.0
2022-10-24 08:25:13+00:00,pamanuan9,dukung penyaluran blt bbm kepada masyarakat,"['dukung', 'penyaluran', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'penyaluran', 'blt', 'bbm', 'masyarakat']",dukung penyaluran blt bbm masyarakat,1.0
2022-10-24 08:24:35+00:00,RahmanMustaki98,ayo bijak manfaatkan blt bbm dari pemerintah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'pemerintah']",ayo bijak manfaatkan blt bbm pemerintah,1.0
2022-10-24 08:24:34+00:00,Buk4nlord_gaben,ayo bijak manfaatkan blt bbm dari pemerintah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'pemerintah']",ayo bijak manfaatkan blt bbm pemerintah,1.0
2022-10-24 08:24:32+00:00,OlivaSasmita,ayo bijak manfaatkan blt bbm dari pemerintah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'pemerintah']",ayo bijak manfaatkan blt bbm pemerintah,1.0
2022-10-24 08:24:31+00:00,JenniCiclye,ayo bijak manfaatkan blt bbm dari pemerintah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'pemerintah']",ayo bijak manfaatkan blt bbm pemerintah,1.0
2022-10-24 08:24:30+00:00,Asia20252085,ayo bijak manfaatkan blt bbm dari pemerintah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'pemerintah']",ayo bijak manfaatkan blt bbm pemerintah,1.0
2022-10-24 08:24:29+00:00,Araceli57116552,ayo bijak manfaatkan blt bbm dari pemerintah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'pemerintah']",ayo bijak manfaatkan blt bbm pemerintah,1.0
2022-10-24 08:24:27+00:00,Jenni09468172,ayo bijak manfaatkan blt bbm dari pemerintah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'pemerintah']",ayo bijak manfaatkan blt bbm pemerintah,1.0
2022-10-24 08:23:51+00:00,DoniSalmananR,semangat dan gunakan blt bbm dengan bijak,"['semangat', 'dan', 'gunakan', 'blt', 'bbm', 'dengan', 'bijak']",<FreqDist with 7 samples and 7 outcomes>,"['semangat', 'blt', 'bbm', 'bijak']",semangat blt bbm bijak,1.0
2022-10-24 08:23:39+00:00,jagabayakuat,manfaatkan blt bbm,"['manfaatkan', 'blt', 'bbm']",<FreqDist with 3 samples and 3 outcomes>,"['manfaatkan', 'blt', 'bbm']",manfaatkan blt bbm,0.0
2022-10-24 08:23:36+00:00,GlowingNusaa,arek suroboyo jawa timur bahagia dan bersyukur karena dapat blt,"['arek', 'suroboyo', 'jawa', 'timur', 'bahagia', 'dan', 'bersyukur', 'karena', 'dapat', 'blt']",<FreqDist with 10 samples and 10 outcomes>,"['arek', 'suroboyo', 'jawa', 'timur', 'bahagia', 'bersyukur', 'blt']",arek suroboyo jawa timur bahagia bersyukur blt,1.0
2022-10-24 08:23:18+00:00,DoniSalmananR,blt bbm terus diberikan kepada masyarakat,"['blt', 'bbm', 'terus', 'diberikan', 'kepada', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'bbm', 'masyarakat']",blt bbm masyarakat,1.0
2022-10-24 08:23:14+00:00,NakDugemDek,alhamdulilah lumayan entuk kartune masio ga entuk blt ne,"['alhamdulilah', 'lumayan', 'entuk', 'kartune', 'masio', 'ga', 'entuk', 'blt', 'ne']",<FreqDist with 8 samples and 9 outcomes>,"['alhamdulilah', 'lumayan', 'entuk', 'kartune', 'masio', 'entuk', 'blt', 'ne']",alhamdulilah lumayan entuk kartune masio entuk blt ne,1.0
2022-10-24 08:23:14+00:00,0709Kodim,serda wahyu hermanto babinsa adimulyo kodim kbm mendampingi warga binaannya yang menerima bantuan langsung,"['serda', 'wahyu', 'hermanto', 'babinsa', 'adimulyo', 'kodim', 'kbm', 'mendampingi', 'warga', 'binaannya', 'yang', 'menerima', 'bantuan', 'langsung']",<FreqDist with 14 samples and 14 outcomes>,"['serda', 'wahyu', 'hermanto', 'babinsa', 'adimulyo', 'kodim', 'kbm', 'mendampingi', 'warga', 'binaannya', 'menerima', 'bantuan', 'langsung']",serda wahyu hermanto babinsa adimulyo kodim kbm mendampingi warga binaannya menerima bantuan langsung,1.0
2022-10-24 08:23:07+00:00,jagabayakuat,jokowi percepat distribusi blt bbm,"['jokowi', 'percepat', 'distribusi', 'blt', 'bbm']",<FreqDist with 5 samples and 5 outcomes>,"['jokowi', 'percepat', 'distribusi', 'blt', 'bbm']",jokowi percepat distribusi blt bbm,0.0
2022-10-24 08:22:52+00:00,DoniSalmananR,pemerintah memberikan blt tepat sasaran,"['pemerintah', 'memberikan', 'blt', 'tepat', 'sasaran']",<FreqDist with 5 samples and 5 outcomes>,"['pemerintah', 'blt', 'sasaran']",pemerintah blt sasaran,1.0
2022-10-24 08:22:22+00:00,jagabayakuat,ayo manfaatkan blt bbm,"['ayo', 'manfaatkan', 'blt', 'bbm']",<FreqDist with 4 samples and 4 outcomes>,"['ayo', 'manfaatkan', 'blt', 'bbm']",ayo manfaatkan blt bbm,0.0
2022-10-24 08:22:10+00:00,GlowingNusaa,ardi warga jawa timur bersyukur dan bahagia sudah terima blt bbm,"['ardi', 'warga', 'jawa', 'timur', 'bersyukur', 'dan', 'bahagia', 'sudah', 'terima', 'blt', 'bbm']",<FreqDist with 11 samples and 11 outcomes>,"['ardi', 'warga', 'jawa', 'timur', 'bersyukur', 'bahagia', 'terima', 'blt', 'bbm']",ardi warga jawa timur bersyukur bahagia terima blt bbm,1.0
2022-10-24 08:21:46+00:00,GandalfReborn1,ardi masyarakat jawa timur dukung percepatan pembagian blt,"['ardi', 'masyarakat', 'jawa', 'timur', 'dukung', 'percepatan', 'pembagian', 'blt']",<FreqDist with 8 samples and 8 outcomes>,"['ardi', 'masyarakat', 'jawa', 'timur', 'dukung', 'percepatan', 'pembagian', 'blt']",ardi masyarakat jawa timur dukung percepatan pembagian blt,0.0
2022-10-24 08:21:13+00:00,jagabayakuat,pemerintah upayakan blt tepat sasaran,"['pemerintah', 'upayakan', 'blt', 'tepat', 'sasaran']",<FreqDist with 5 samples and 5 outcomes>,"['pemerintah', 'upayakan', 'blt', 'sasaran']",pemerintah upayakan blt sasaran,1.0
2022-10-24 08:20:44+00:00,GlowingNusaa,arek suroboyo jawa timur siap kawal penyaluran blt agar lancar,"['arek', 'suroboyo', 'jawa', 'timur', 'siap', 'kawal', 'penyaluran', 'blt', 'agar', 'lancar']",<FreqDist with 10 samples and 10 outcomes>,"['arek', 'suroboyo', 'jawa', 'timur', 'kawal', 'penyaluran', 'blt', 'lancar']",arek suroboyo jawa timur kawal penyaluran blt lancar,1.0
2022-10-24 08:20:21+00:00,jagabayakuat,blt bbm sudah tersalurkan,"['blt', 'bbm', 'sudah', 'tersalurkan']",<FreqDist with 4 samples and 4 outcomes>,"['blt', 'bbm', 'tersalurkan']",blt bbm tersalurkan,0.0
2022-10-24 08:20:19+00:00,GandalfReborn1,masyarakat jawa timur berterima kasih kepada presiden jokowi atas penyaluran blt bbm,"['masyarakat', 'jawa', 'timur', 'berterima', 'kasih', 'kepada', 'presiden', 'jokowi', 'atas', 'penyaluran', 'blt', 'bbm']",<FreqDist with 12 samples and 12 outcomes>,"['masyarakat', 'jawa', 'timur', 'berterima', 'kasih', 'presiden', 'jokowi', 'penyaluran', 'blt', 'bbm']",masyarakat jawa timur berterima kasih presiden jokowi penyaluran blt bbm,1.0
2022-10-24 08:20:04+00:00,rvselcgi,aduuh itu mah bikin emosi jiwa dan raga maap nihbistrinya agak hmmm blt,"['aduuh', 'itu', 'mah', 'bikin', 'emosi', 'jiwa', 'dan', 'raga', 'maap', 'nihbistrinya', 'agak', 'hmmm', 'blt']",<FreqDist with 13 samples and 13 outcomes>,"['aduuh', 'mah', 'emosi', 'jiwa', 'raga', 'maap', 'nihbistrinya', 'hmmm', 'blt']",aduuh mah emosi jiwa raga maap nihbistrinya hmmm blt,0.0
2022-10-24 08:19:52+00:00,jagabayakuat,blt bbm akan disebar,"['blt', 'bbm', 'akan', 'disebar']",<FreqDist with 4 samples and 4 outcomes>,"['blt', 'bbm', 'disebar']",blt bbm disebar,0.0
2022-10-24 08:19:27+00:00,GlowingNusaa,arek suroboyo jawa timur bahagia dan bersyukur karena dapat blt,"['arek', 'suroboyo', 'jawa', 'timur', 'bahagia', 'dan', 'bersyukur', 'karena', 'dapat', 'blt']",<FreqDist with 10 samples and 10 outcomes>,"['arek', 'suroboyo', 'jawa', 'timur', 'bahagia', 'bersyukur', 'blt']",arek suroboyo jawa timur bahagia bersyukur blt,1.0
2022-10-24 08:18:49+00:00,GandalfReborn1,blt bbm dukung pertumbuhan ekonomi di jawa timur,"['blt', 'bbm', 'dukung', 'pertumbuhan', 'ekonomi', 'di', 'jawa', 'timur']",<FreqDist with 8 samples and 8 outcomes>,"['blt', 'bbm', 'dukung', 'pertumbuhan', 'ekonomi', 'jawa', 'timur']",blt bbm dukung pertumbuhan ekonomi jawa timur,1.0
2022-10-24 08:18:14+00:00,jagabayakuat,blt bbm bantu masyarakat,"['blt', 'bbm', 'bantu', 'masyarakat']",<FreqDist with 4 samples and 4 outcomes>,"['blt', 'bbm', 'bantu', 'masyarakat']",blt bbm bantu masyarakat,0.0
2022-10-24 08:17:38+00:00,GlowingNusaa,arek suroboyo jawa timur siap kawal penyaluran blt agar lancar,"['arek', 'suroboyo', 'jawa', 'timur', 'siap', 'kawal', 'penyaluran', 'blt', 'agar', 'lancar']",<FreqDist with 10 samples and 10 outcomes>,"['arek', 'suroboyo', 'jawa', 'timur', 'kawal', 'penyaluran', 'blt', 'lancar']",arek suroboyo jawa timur kawal penyaluran blt lancar,1.0
2022-10-24 08:17:12+00:00,GandalfReborn1,terima kasih banyak masyarakat jawa timur sangat senang dengan blt bbm yg diberikan manta,"['terima', 'kasih', 'banyak', 'masyarakat', 'jawa', 'timur', 'sangat', 'senang', 'dengan', 'blt', 'bbm', 'yg', 'diberikan', 'manta']",<FreqDist with 14 samples and 14 outcomes>,"['terima', 'kasih', 'masyarakat', 'jawa', 'timur', 'senang', 'blt', 'bbm', 'manta']",terima kasih masyarakat jawa timur senang blt bbm manta,1.0
2022-10-24 08:17:03+00:00,PutriSepala,hore blt cair lagi dki jakarta,"['hore', 'blt', 'cair', 'lagi', 'dki', 'jakarta']",<FreqDist with 6 samples and 6 outcomes>,"['hore', 'blt', 'cair', 'dki', 'jakarta']",hore blt cair dki jakarta,0.0
2022-10-24 08:16:58+00:00,PutriSepala,dukung pemerintah percepat penyaluran blt dki jakarta,"['dukung', 'pemerintah', 'percepat', 'penyaluran', 'blt', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['dukung', 'pemerintah', 'percepat', 'penyaluran', 'blt', 'dki', 'jakarta']",dukung pemerintah percepat penyaluran blt dki jakarta,1.0
2022-10-24 08:16:52+00:00,PutriSepala,mantap blt cair semoga bermanfaat dki jakarta,"['mantap', 'blt', 'cair', 'semoga', 'bermanfaat', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['mantap', 'blt', 'cair', 'semoga', 'bermanfaat', 'dki', 'jakarta']",mantap blt cair semoga bermanfaat dki jakarta,1.0
2022-10-24 08:16:46+00:00,PutriSepala,blt bbm sanagat bermanfaat dki jakarta,"['blt', 'bbm', 'sanagat', 'bermanfaat', 'dki', 'jakarta']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'bbm', 'sanagat', 'bermanfaat', 'dki', 'jakarta']",blt bbm sanagat bermanfaat dki jakarta,1.0
2022-10-24 08:16:41+00:00,PutriSepala,penyaluran blt bbm hampir persen dki jakarta,"['penyaluran', 'blt', 'bbm', 'hampir', 'persen', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['penyaluran', 'blt', 'bbm', 'persen', 'dki', 'jakarta']",penyaluran blt bbm persen dki jakarta,0.0
2022-10-24 08:16:36+00:00,PutriSepala,dukung dan kawal penyaluran blt dki jakarta,"['dukung', 'dan', 'kawal', 'penyaluran', 'blt', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['dukung', 'kawal', 'penyaluran', 'blt', 'dki', 'jakarta']",dukung kawal penyaluran blt dki jakarta,1.0
2022-10-24 08:16:31+00:00,PutriSepala,asyik blt cair utk ojol bulan oktober dki jakarta,"['asyik', 'blt', 'cair', 'utk', 'ojol', 'bulan', 'oktober', 'dki', 'jakarta']",<FreqDist with 9 samples and 9 outcomes>,"['asyik', 'blt', 'cair', 'ojol', 'oktober', 'dki', 'jakarta']",asyik blt cair ojol oktober dki jakarta,1.0
2022-10-24 08:16:25+00:00,PutriSepala,masyarakat apresiasi blt untuk rakyat dki jakarta,"['masyarakat', 'apresiasi', 'blt', 'untuk', 'rakyat', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['masyarakat', 'apresiasi', 'blt', 'rakyat', 'dki', 'jakarta']",masyarakat apresiasi blt rakyat dki jakarta,0.0
2022-10-24 08:16:19+00:00,PutriSepala,pembagian blt mudah dan tepat sasaran dki jakarta,"['pembagian', 'blt', 'mudah', 'dan', 'tepat', 'sasaran', 'dki', 'jakarta']",<FreqDist with 8 samples and 8 outcomes>,"['pembagian', 'blt', 'mudah', 'sasaran', 'dki', 'jakarta']",pembagian blt mudah sasaran dki jakarta,1.0
2022-10-24 08:16:12+00:00,PutriSepala,dukung blt tepat sasaran dki jakarta,"['dukung', 'blt', 'tepat', 'sasaran', 'dki', 'jakarta']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'blt', 'sasaran', 'dki', 'jakarta']",dukung blt sasaran dki jakarta,1.0
2022-10-24 08:16:11+00:00,samuelpra4,pembangian blt bbm akan merata untuk seluruh masyarakat indonesia nusa tenggara timur,"['pembangian', 'blt', 'bbm', 'akan', 'merata', 'untuk', 'seluruh', 'masyarakat', 'indonesia', 'nusa', 'tenggara', 'timur']",<FreqDist with 12 samples and 12 outcomes>,"['pembangian', 'blt', 'bbm', 'merata', 'masyarakat', 'indonesia', 'nusa', 'tenggara', 'timur']",pembangian blt bbm merata masyarakat indonesia nusa tenggara timur,0.0
2022-10-24 08:15:45+00:00,GandalfReborn1,masyarakat jawa timur sangat mendukung blt bbm tepat sasaran,"['masyarakat', 'jawa', 'timur', 'sangat', 'mendukung', 'blt', 'bbm', 'tepat', 'sasaran']",<FreqDist with 9 samples and 9 outcomes>,"['masyarakat', 'jawa', 'timur', 'mendukung', 'blt', 'bbm', 'sasaran']",masyarakat jawa timur mendukung blt bbm sasaran,1.0
2022-10-24 08:14:27+00:00,GlowingNusaa,warga jawa timur bersyukur dan bahagia sudah terima blt bbm,"['warga', 'jawa', 'timur', 'bersyukur', 'dan', 'bahagia', 'sudah', 'terima', 'blt', 'bbm']",<FreqDist with 10 samples and 10 outcomes>,"['warga', 'jawa', 'timur', 'bersyukur', 'bahagia', 'terima', 'blt', 'bbm']",warga jawa timur bersyukur bahagia terima blt bbm,1.0
2022-10-24 08:14:15+00:00,GandalfReborn1,blt sangat membantu masyarakat jawa timur,"['blt', 'sangat', 'membantu', 'masyarakat', 'jawa', 'timur']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'membantu', 'masyarakat', 'jawa', 'timur']",blt membantu masyarakat jawa timur,1.0
2022-10-24 08:13:47+00:00,sukangetweet,daya beli masyarakat terkendali karna blt,"['daya', 'beli', 'masyarakat', 'terkendali', 'karna', 'blt']",<FreqDist with 6 samples and 6 outcomes>,"['daya', 'beli', 'masyarakat', 'terkendali', 'karna', 'blt']",daya beli masyarakat terkendali karna blt,0.0
2022-10-24 08:13:00+00:00,GlowingNusaa,ardi warga jawa timur bersyukur dan bahagia sudah terima blt bbm,"['ardi', 'warga', 'jawa', 'timur', 'bersyukur', 'dan', 'bahagia', 'sudah', 'terima', 'blt', 'bbm']",<FreqDist with 11 samples and 11 outcomes>,"['ardi', 'warga', 'jawa', 'timur', 'bersyukur', 'bahagia', 'terima', 'blt', 'bbm']",ardi warga jawa timur bersyukur bahagia terima blt bbm,1.0
2022-10-24 08:12:36+00:00,GandalfReborn1,ardi blt sangat membantu masyarakat jawa timur,"['ardi', 'blt', 'sangat', 'membantu', 'masyarakat', 'jawa', 'timur']",<FreqDist with 7 samples and 7 outcomes>,"['ardi', 'blt', 'membantu', 'masyarakat', 'jawa', 'timur']",ardi blt membantu masyarakat jawa timur,1.0
2022-10-24 08:12:34+00:00,wewepratikno99,kita gunakan blt bbm dengan bijak,"['kita', 'gunakan', 'blt', 'bbm', 'dengan', 'bijak']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'bbm', 'bijak']",blt bbm bijak,1.0
2022-10-24 08:12:32+00:00,wewepratikno99,asikkk blt cairr,"['asikkk', 'blt', 'cairr']",<FreqDist with 3 samples and 3 outcomes>,"['asikkk', 'blt', 'cairr']",asikkk blt cairr,0.0
2022-10-24 08:12:30+00:00,wewepratikno99,blt untuk dongkrak daya beli masyarakat,"['blt', 'untuk', 'dongkrak', 'daya', 'beli', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'dongkrak', 'daya', 'beli', 'masyarakat']",blt dongkrak daya beli masyarakat,0.0
2022-10-24 08:12:29+00:00,wewepratikno99,yuk kita manfaatkan blt,"['yuk', 'kita', 'manfaatkan', 'blt']",<FreqDist with 4 samples and 4 outcomes>,"['yuk', 'manfaatkan', 'blt']",yuk manfaatkan blt,1.0
2022-10-24 08:11:25+00:00,GlowingNusaa,warga jawa timur bersyukur dan bahagia sudah terima blt bbm,"['warga', 'jawa', 'timur', 'bersyukur', 'dan', 'bahagia', 'sudah', 'terima', 'blt', 'bbm']",<FreqDist with 10 samples and 10 outcomes>,"['warga', 'jawa', 'timur', 'bersyukur', 'bahagia', 'terima', 'blt', 'bbm']",warga jawa timur bersyukur bahagia terima blt bbm,1.0
2022-10-24 08:11:03+00:00,GandalfReborn1,terima kasih banyak masyarakat jawa timur sangat senang dengan blt bbm yg diberikan manta,"['terima', 'kasih', 'banyak', 'masyarakat', 'jawa', 'timur', 'sangat', 'senang', 'dengan', 'blt', 'bbm', 'yg', 'diberikan', 'manta']",<FreqDist with 14 samples and 14 outcomes>,"['terima', 'kasih', 'masyarakat', 'jawa', 'timur', 'senang', 'blt', 'bbm', 'manta']",terima kasih masyarakat jawa timur senang blt bbm manta,1.0
2022-10-24 08:11:01+00:00,PutriNa1001,blt bbm mendongkrak daya beli masyarakat,"['blt', 'bbm', 'mendongkrak', 'daya', 'beli', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'bbm', 'mendongkrak', 'daya', 'beli', 'masyarakat']",blt bbm mendongkrak daya beli masyarakat,0.0
2022-10-24 08:10:27+00:00,PutriNa1001,manfaatkan blt bbm dengan baik dan bijak,"['manfaatkan', 'blt', 'bbm', 'dengan', 'baik', 'dan', 'bijak']",<FreqDist with 7 samples and 7 outcomes>,"['manfaatkan', 'blt', 'bbm', 'bijak']",manfaatkan blt bbm bijak,1.0
2022-10-24 08:10:12+00:00,GlowingNusaa,arek suroboyo jawa timur bahagia dan bersyukur karena dapat blt,"['arek', 'suroboyo', 'jawa', 'timur', 'bahagia', 'dan', 'bersyukur', 'karena', 'dapat', 'blt']",<FreqDist with 10 samples and 10 outcomes>,"['arek', 'suroboyo', 'jawa', 'timur', 'bahagia', 'bersyukur', 'blt']",arek suroboyo jawa timur bahagia bersyukur blt,1.0
2022-10-24 08:10:04+00:00,PutriNa1001,ayo bijak manfaatkan blt bbm,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm']",<FreqDist with 5 samples and 5 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm']",ayo bijak manfaatkan blt bbm,1.0
2022-10-24 08:09:22+00:00,GandalfReborn1,ardi blt sangat membantu masyarakat jawa timur,"['ardi', 'blt', 'sangat', 'membantu', 'masyarakat', 'jawa', 'timur']",<FreqDist with 7 samples and 7 outcomes>,"['ardi', 'blt', 'membantu', 'masyarakat', 'jawa', 'timur']",ardi blt membantu masyarakat jawa timur,1.0
2022-10-24 08:08:30+00:00,GlowingNusaa,ardi arek jawa timur ber terima kasih kepada pemerintah kini penyaluran blt sudah tep,"['ardi', 'arek', 'jawa', 'timur', 'ber', 'terima', 'kasih', 'kepada', 'pemerintah', 'kini', 'penyaluran', 'blt', 'sudah', 'tep']",<FreqDist with 14 samples and 14 outcomes>,"['ardi', 'arek', 'jawa', 'timur', 'ber', 'terima', 'kasih', 'pemerintah', 'penyaluran', 'blt', 'tep']",ardi arek jawa timur ber terima kasih pemerintah penyaluran blt tep,1.0
